repeat,subject,model,phase,MAE
3,NV045,pv_cnn,Terminal Stance,3.768176317214966
3,NV045,pv_cnn,Pre- Swing,5.6248226629363165
3,NV045,pv_cnn,Initial Swing,4.195310142305162
3,NV045,pv_cnn,Mid Swing,3.7906851039992437
3,NV045,pv_cnn,Terminal Swing,3.649722793036037
4,NV037,timestamp_lstm,Loading Response,6.447579090793927
4,NV037,timestamp_lstm,Mid Stance,5.992617891894446
4,NV037,timestamp_lstm,Terminal Stance,6.0142137673166065
4,NV037,timestamp_lstm,Pre- Swing,8.01400018400616
4,NV037,timestamp_lstm,Initial Swing,9.422363344166014
4,NV037,timestamp_lstm,Mid Swing,8.49913418955273
4,NV037,timestamp_lstm,Terminal Swing,7.062683979670207
4,NV038,timestamp_lstm,Loading Response,4.528466039233738
4,NV038,timestamp_lstm,Mid Stance,3.589656525188022
4,NV038,timestamp_lstm,Terminal Stance,3.1624314652548895
4,NV038,timestamp_lstm,Pre- Swing,4.788318839338091
4,NV038,timestamp_lstm,Initial Swing,6.754553841220008
4,NV038,timestamp_lstm,Mid Swing,6.933870156606038
4,NV038,timestamp_lstm,Terminal Swing,6.207556843757629
4,NV037,pv_lstm,Loading Response,7.647267780370182
4,NV037,pv_lstm,Mid Stance,6.351643979549408
4,NV037,pv_lstm,Terminal Stance,5.790865586863624
4,NV037,pv_lstm,Pre- Swing,7.724077251222399
4,NV037,pv_lstm,Initial Swing,8.486239314079285
4,NV037,pv_lstm,Mid Swing,9.331014484167099
4,NV037,pv_lstm,Terminal Swing,8.519679817888472
4,NV038,pv_lstm,Loading Response,5.262853874100579
4,NV038,pv_lstm,Mid Stance,3.7631599373287625
4,NV038,pv_lstm,Terminal Stance,3.4480380515257516
4,NV038,pv_lstm,Pre- Swing,4.227842021319601
4,NV038,pv_lstm,Initial Swing,6.765349702702628
4,NV038,pv_lstm,Mid Swing,6.739416884051429
4,NV038,pv_lstm,Terminal Swing,5.619702100753784
4,NV037,timestamp_cnn,Loading Response,7.370775467819637
4,NV037,timestamp_cnn,Mid Stance,7.002309249507056
4,NV037,timestamp_cnn,Terminal Stance,6.461196965641445
4,NV037,timestamp_cnn,Pre- Swing,7.839610626300176
4,NV037,timestamp_cnn,Initial Swing,8.438476774427626
4,NV037,timestamp_cnn,Mid Swing,7.726631896363364
4,NV037,timestamp_cnn,Terminal Swing,7.479033490022023
4,NV038,timestamp_cnn,Loading Response,4.50596660706732
4,NV038,timestamp_cnn,Mid Stance,3.7554731683598623
4,NV038,timestamp_cnn,Terminal Stance,3.3841139392720327
4,NV038,timestamp_cnn,Pre- Swing,3.939959999587801
4,NV038,timestamp_cnn,Initial Swing,6.299603879451752
4,NV038,timestamp_cnn,Mid Swing,6.515226499901877
4,NV038,timestamp_cnn,Terminal Swing,4.985658337672551
4,NV037,pv_cnn,Loading Response,7.597036461035411
4,NV037,pv_cnn,Mid Stance,7.456570724646251
4,NV037,pv_cnn,Terminal Stance,7.173402537902196
4,NV037,pv_cnn,Pre- Swing,7.593345855673154
4,NV037,pv_cnn,Initial Swing,8.365193171633614
4,NV037,pv_cnn,Mid Swing,7.946453875965542
4,NV037,pv_cnn,Terminal Swing,7.323750582006243
4,NV038,pv_cnn,Loading Response,4.78271445300844
4,NV038,pv_cnn,Mid Stance,3.546992494000329
4,NV038,pv_cnn,Terminal Stance,3.71290522813797
4,NV038,pv_cnn,Pre- Swing,4.000663459300995
4,NV038,pv_cnn,Initial Swing,6.191306617524889
4,NV038,pv_cnn,Mid Swing,6.766965157455868
4,NV038,pv_cnn,Terminal Swing,5.71187408765157
5,NV039,timestamp_lstm,Loading Response,4.779021786318885
5,NV039,timestamp_lstm,Mid Stance,4.940953678554958
5,NV039,timestamp_lstm,Terminal Stance,4.630538516574436
5,NV039,timestamp_lstm,Pre- Swing,7.793310701847076
5,NV039,timestamp_lstm,Initial Swing,8.120626247591442
5,NV039,timestamp_lstm,Mid Swing,6.007183389531241
5,NV039,timestamp_lstm,Terminal Swing,6.224123027589586
5,NV043,timestamp_lstm,Loading Response,4.140303923024072
5,NV043,timestamp_lstm,Mid Stance,3.7062155405680337
5,NV043,timestamp_lstm,Terminal Stance,4.692970530854331
5,NV043,timestamp_lstm,Pre- Swing,6.580508040057288
5,NV043,timestamp_lstm,Initial Swing,6.60500955581665
